
> club-la-victoria@0.1.0 dev
> next dev -H 0.0.0.0

▲ Next.js 16.1.1 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://0.0.0.0:3000
- Environments: .env

✓ Starting...
✓ Ready in 1542ms
 GET /cobros/estado-pagos 200 in 25ms (compile: 3ms, render: 22ms)
 GET /login 200 in 23ms (compile: 2ms, render: 21ms)
 GET /socios 200 in 14ms (compile: 1873µs, render: 12ms)
 GET /cobros/reportes 200 in 23ms (compile: 2ms, render: 21ms)
 GET /login 200 in 20ms (compile: 1411µs, render: 19ms)
 GET /socios 200 in 11ms (compile: 1510µs, render: 9ms)
 GET /socios 200 in 72ms (compile: 1840µs, render: 70ms)
 GET /login 200 in 22ms (compile: 1684µs, render: 21ms)
 GET /socios 200 in 12ms (compile: 1925µs, render: 10ms)
 GET /socios/crear 200 in 26ms (compile: 1623µs, render: 24ms)
 GET /socios 200 in 12ms (compile: 1554µs, render: 11ms)
 GET /cobros/generar 200 in 29ms (compile: 2ms, render: 27ms)
 GET /cobros/generar 200 in 20ms (compile: 1677µs, render: 18ms)
 GET /cobros/generar 200 in 32ms (compile: 1557µs, render: 30ms)
 GET /cobros/generar 200 in 21ms (compile: 1680µs, render: 20ms)
 GET /cobros/pagos 200 in 22ms (compile: 1603µs, render: 20ms)
 GET /login 200 in 24ms (compile: 1755µs, render: 22ms)
 GET /login 200 in 23ms (compile: 1803µs, render: 21ms)
 GET /socios 200 in 14ms (compile: 1559µs, render: 12ms)
 GET /cobros/reportes 200 in 28ms (compile: 1868µs, render: 27ms)
 GET /login 200 in 24ms (compile: 1635µs, render: 23ms)
 GET /socios 200 in 16ms (compile: 2ms, render: 13ms)
 GET /socios/crear 200 in 26ms (compile: 1746µs, render: 24ms)
 GET /socios 200 in 10ms (compile: 1638µs, render: 8ms)
 GET /login 200 in 20ms (compile: 1414µs, render: 18ms)
 GET /socios 200 in 15ms (compile: 1962µs, render: 13ms)
 GET /cobros/generar 200 in 27ms (compile: 1904µs, render: 25ms)
 GET /login 200 in 25ms (compile: 2ms, render: 23ms)
